arm,feature,c,prompt_idx,prompt,text,logppl,logppl_shuf,prompt_dependence,keyword_hit,sae_act,rep4
clean,24487,0.0,0,"Fifteen years ago this week, President"," Obama gave Hillary Clinton his endorsement. His support, like that of the Harvard professor Jack Stratton at the University of Chicago, ""bears no resemblance to the ferocious loyalty to Clinton exhibited to the Vietnam and Iraq wars of the past four decades",3.3406059741973877,3.8988494873046875,0.5582435131072998,0.0,0.0,0.0
clean,24487,0.0,1,After a pre-season speech in which," he challenged the establishment media's narrative of him as one who risked his own health at the expense of his family and friends, Trump's health experts have emphasized his low-grade condition and state-of-the-art treatment options.
",2.829167366027832,3.5484373569488525,0.7192699909210205,0.0,0.0,0.0
clean,24487,0.0,2,When people say Nile Rodgers has worked with," people in North America, the first thing they tell them is that the River Green is not a River Green. The river is water. Of course that's what Nile Rodgers does because it's one of the most beautiful things you can imagine.",2.7143962383270264,3.641327142715454,0.9269309043884277,0.0,0.0,0.0
clean,24487,0.0,3,Hillary Clinton has reestablished her advantage over," Bernie Sanders to create a new lead between her in the general election and her margin of victory in November.

""I would have to concede that it's been a rough road so far as politics is concerned,"" Clinton told reporters Monday,",2.690129041671753,3.16123104095459,0.4711019992828369,0.0,0.0,0.0
clean,24487,0.0,4,November auction will be test of Detroit commercial,"'s basic deal with famous retailer Read more

An earlier auction of 370,000 MLK pianos took place in Detroit, did not include a raise and auctioning of 4,200 pieces could not be held this season because of the",4.071362495422363,4.582861423492432,0.5114989280700684,0.0,0.0,0.0
clean,24487,0.0,5,Every week we shine a light on the," fascinating world of Saudi Arabia, with some of the oldest real estate developments in the world listed! This short piece by Collins4Canada's Bin Jasra focuses on the first Dubai restaurant and market that goes by the name of Koh Al Khash",4.532073020935059,4.926360607147217,0.3942875862121582,0.0,0.0,0.0
clean,24487,0.5,0,"Fifteen years ago this week, President"," Obama gave Hillary Clinton his endorsement. His support, like that of the Harvard professor Jack Stratton at the University of Chicago, ""bears no resemblance to the ferocious loyalty to Clinton exhibited to the Vietnam and Iraq wars of the past four decades",3.3406059741973877,3.8988494873046875,0.5582435131072998,0.0,0.0,0.0
clean,24487,0.5,1,After a pre-season speech in which," he challenged the establishment media's narrative of him as one who risked his own health at the expense of his family and friends, Trump's health experts have emphasized his low-grade condition and state-of-the-art treatment options.
",2.829167366027832,3.5484373569488525,0.7192699909210205,0.0,0.0,0.0
clean,24487,0.5,2,When people say Nile Rodgers has worked with," people in North America, the first thing they tell them is that the River Green is not a River Green. The river is water. Of course that's what Nile Rodgers does because it's one of the most beautiful things you can imagine.",2.7143962383270264,3.641327142715454,0.9269309043884277,0.0,0.0,0.0
clean,24487,0.5,3,Hillary Clinton has reestablished her advantage over," Bernie Sanders to create a new lead between her in the general election and her margin of victory in November.

""I would have to concede that it's been a rough road so far as politics is concerned,"" Clinton told reporters Monday,",2.690129041671753,3.16123104095459,0.4711019992828369,0.0,0.0,0.0
clean,24487,0.5,4,November auction will be test of Detroit commercial,"'s basic deal with famous retailer Read more

An earlier auction of 370,000 MLK pianos took place in Detroit, did not include a raise and auctioning of 4,200 pieces could not be held this season because of the",4.071362495422363,4.582861423492432,0.5114989280700684,0.0,0.0,0.0
clean,24487,0.5,5,Every week we shine a light on the," fascinating world of Saudi Arabia, with some of the oldest real estate developments in the world listed! This short piece by Collins4Canada's Bin Jasra focuses on the first Dubai restaurant and market that goes by the name of Koh Al Khash",4.532073020935059,4.926360607147217,0.3942875862121582,0.0,0.0,0.0
